"Company";"TypeName";"Touchscreen";"IPS";"CPU";"Ram";"Gpu";"OpySys";"Weight";"Price";"PPI";"HDDStorage";"SSDStorage";"FlashMemory";"HybridStorage"
"HP";"2 in 1 Convertible";1;0;"Intel Core i5";"4";"Intel";"Windows";"2.3";36486.144;100.4547;500;0;0;0
"Asus";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"1.65";18541.44;111.1413;0;0;32;0
"Lenovo";"Notebook";0;1;"Intel Core i7";"8";"Nvidia";"Windows";"2.2";35644.32;141.212;1000;0;0;0
"Dell";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"2.2";19660.32;100.4547;500;0;0;0
"HP";"2 in 1 Convertible";1;0;"Intel Core i5";"4";"Intel";"Windows";"1.28";95850.72;165.6321;0;256;0;0
"Dell";"Notebook";0;0;"Intel Core i3";"4";"AMD";"Others/No OS/Linux";"2.18";24279.696;100.4547;1000;0;0;0
"Asus";"Gaming";0;0;"Intel Core i5";"12";"Nvidia";"Windows";"2.2";72988.272;127.3357;1000;1000;0;0
"Acer";"Netbook";0;1;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"1.25";15824.16;135.0942;0;0;32;0
"Lenovo";"Notebook";0;0;"AMD Processor";"4";"AMD";"Windows";"2.8";20193.12;106.1131;500;0;0;0
"HP";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.95";67399.2;157.3505;0;128;0;0
"HP";"2 in 1 Convertible";1;0;"Intel Core i7";"16";"Intel";"Windows";"1.42";74538.72;276.0535;0;256;0;0
"Samsung";"Ultrabook";0;0;"Intel Core i7";"8";"Intel";"Windows";"1.17";90522.72;146.8605;0;256;0;0
"Lenovo";"Ultrabook";0;1;"Intel Core i5";"8";"Intel";"Windows";"1.32";95850.72;157.3505;0;256;0;0
"MSI";"Gaming";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"2.43";141138.72;124.8557;2000;2000;0;0
"Toshiba";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.05";78588.0;165.6321;0;256;0;0
"Dell";"Gaming";0;0;"Intel Core i7";"8";"Nvidia";"Others/No OS/Linux";"2.62";49497.12;141.212;1000;0;0;0
"HP";"Notebook";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.04";47952.0;141.212;1000;0;0;0
"Dell";"Notebook";0;0;"Intel Core i3";"4";"AMD";"Windows";"2.18";32713.92;100.4547;1000;0;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.9";49816.8;141.212;500;0;0;0
"Dell";"2 in 1 Convertible";1;0;"Intel Core i7";"8";"Intel";"Windows";"1.24";107257.968;276.0535;0;512;0;0
"Asus";"Gaming";0;1;"Intel Core i7";"32";"Nvidia";"Windows";"3.58";68145.12;127.3357;0;256;0;0
"Dell";"2 in 1 Convertible";1;0;"Intel Core i7";"16";"Intel";"Windows";"1.22";87858.72;165.6321;0;256;0;0
"Lenovo";"Ultrabook";0;1;"Intel Core i7";"8";"Intel";"Windows";"1.13";109170.72;157.3505;0;0;256;0
"Lenovo";"Notebook";0;1;"Intel Core i5";"8";"Intel";"Windows";"1.95";104588.1072;141.212;0;512;0;0
"LG";"Ultrabook";1;1;"Intel Core i7";"16";"Intel";"Windows";"1.08";111834.72;141.212;0;512;0;0
"HP";"Netbook";0;0;"Intel Core i7";"8";"Intel";"Windows";"1.26";79014.24;176.2326;0;512;0;0
"Acer";"Notebook";0;1;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"2.20";19127.52;141.212;0;0;16;0
"Lenovo";"Notebook";0;1;"Intel Core i5";"8";"Nvidia";"Windows";"2.6";42037.92;141.212;1000;1000;0;0
"LG";"Ultrabook";1;1;"Intel Core i7";"8";"Intel";"Windows";"0.98";101178.72;157.3505;0;512;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.6";64202.4;157.3505;0;256;0;0
"HP";"Ultrabook";1;0;"Other Intel Processor";"8";"Intel";"Windows";"1.09";165168.0;172.8003;0;240;0;0
"Lenovo";"Notebook";0;0;"Intel Core i7";"6";"Nvidia";"Windows";"2.2";42037.92;141.212;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.04";54291.7872;141.212;0;256;0;0
"Acer";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"2.4";26586.72;141.212;1000;0;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.44";46939.68;165.6321;0;128;0;0
"HP";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.49";51148.8;165.6321;0;256;0;0
"MSI";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"2.7";85194.72;127.3357;1000;1000;0;0
"Dell";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"2.6";71874.72;141.212;1000;1000;0;0
"MSI";"Gaming";0;0;"Intel Core i5";"8";"Nvidia";"Windows";"2.2";59668.8048;141.212;1000;1000;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"4";"AMD";"Windows";"2.18";36496.2672;100.4547;1000;0;0;0
"HP";"Ultrabook";0;0;"Intel Core i7";"8";"AMD";"Windows";"1.84";69103.6272;141.212;0;256;0;0
"HP";"Ultrabook";1;0;"Intel Core i7";"8";"Intel";"Windows";"1.39";61218.72;276.0535;0;256;0;0
"Toshiba";"Notebook";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"2.4";105228.0;141.212;0;256;0;0
"Lenovo";"2 in 1 Convertible";1;1;"Intel Core i5";"8";"Intel";"Windows";"1.37";97236.0;165.6321;0;512;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.95";38889.072;100.4547;500;0;0;0
"Lenovo";"Ultrabook";0;1;"Intel Core i7";"8";"Intel";"Windows";"1.36";87912.0;176.2326;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"2.31";62071.2;141.212;0;256;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"2.18";37725.4368;100.4547;1000;0;0;0
"HP";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.95";61218.72;111.9352;500;0;0;0
"Lenovo";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"2.2";16463.52;100.4547;1000;0;0;0
"HP";"Ultrabook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.26";84129.12;176.2326;500;0;0;0
"HP";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"1.86";15392.592;100.4547;1000;0;0;0
"Lenovo";"2 in 1 Convertible";1;1;"Intel Core i7";"16";"Intel";"Windows";"1.3";95850.72;276.0535;0;1000;0;0
"Toshiba";"Notebook";0;1;"Intel Core i5";"4";"Intel";"Windows";"1.47";58874.4;157.3505;0;128;0;0
"HP";"Netbook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.26";88924.32;176.2326;0;256;0;0
"Dell";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"2.18";29762.208;100.4547;1000;0;0;0
"MSI";"Gaming";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.2";63882.72;141.212;1000;1000;0;0
"Dell";"Ultrabook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.36";87325.92;157.3505;0;256;0;0
"Dell";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"4.36";146946.24;169.7809;1000;1000;0;0
"HP";"Gaming";0;1;"Intel Core i5";"8";"Nvidia";"Windows";"2.75";74538.72;127.3357;1000;1000;0;0
"Asus";"Notebook";0;0;"Other Intel Processor";"4";"Nvidia";"Windows";"2.8";28238.4;106.1131;1000;0;0;0
"Acer";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"2.23";32980.32;100.4547;500;0;0;0
"Toshiba";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"2.2";59620.32;100.4547;0;256;0;0
"Lenovo";"2 in 1 Convertible";1;1;"Other Intel Processor";"8";"Intel";"Windows";"1.1";69210.72;194.9475;0;256;0;0
"Lenovo";"Gaming";0;1;"AMD Processor";"16";"AMD";"Windows";"2.5";53226.72;141.212;1000;1000;0;0
"Dell";"Ultrabook";1;0;"Intel Core i5";"8";"Intel";"Windows";"1.36";78438.816;176.2326;0;256;0;0
"Lenovo";"Notebook";0;0;"Intel Core i7";"8";"Nvidia";"Others/No OS/Linux";"2.2";36496.8;141.212;1000;0;0;0
"Dell";"Notebook";0;0;"Intel Core i3";"4";"AMD";"Windows";"2.36";35111.52;106.1131;1000;0;0;0
"Acer";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"1.68";18594.72;111.9352;0;0;32;0
"HP";"Workstation";0;1;"Intel Core i7";"8";"Nvidia";"Windows";"2.0";119826.72;141.212;0;8;0;0
"Dell";"Ultrabook";0;0;"Intel Core i7";"8";"Intel";"Windows";"1.36";94572.0;157.3505;0;256;0;0
"Toshiba";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.2";77788.8;165.6321;0;256;0;0
"Asus";"2 in 1 Convertible";0;0;"Other Intel Processor";"8";"Intel";"Others/No OS/Linux";"1.2";61751.52;176.2326;0;0;64;0
"Lenovo";"Ultrabook";0;1;"Intel Core i7";"8";"Intel";"Windows";"1.7";79333.3872;157.3505;0;256;0;0
"Dell";"Gaming";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"4.36";168045.12;124.8557;1000;1000;0;0
"Dell";"2 in 1 Convertible";1;0;"Intel Core i5";"8";"Intel";"Windows";"1.24";101178.72;165.6321;0;256;0;0
"HP";"2 in 1 Convertible";1;0;"Other Intel Processor";"4";"Intel";"Windows";"1.45";41292.0;135.0942;0;256;0;0
"Dell";"Ultrabook";0;0;"Intel Core i7";"8";"Intel";"Windows";"1.3";67559.04;276.0535;0;256;0;0
"Acer";"2 in 1 Convertible";1;1;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"1.25";20725.92;135.0942;0;0;32;0
"Toshiba";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.2";81784.8;165.6321;0;256;0;0
"Lenovo";"Ultrabook";0;1;"Intel Core i5";"8";"Intel";"Windows";"1.36";93772.8;176.2326;0;256;0;0
"Acer";"Notebook";0;0;"Intel Core i5";"12";"Nvidia";"Windows";"2.4";53759.52;141.212;1000;1000;0;0
"Toshiba";"Ultrabook";1;0;"Intel Core i7";"8";"Intel";"Windows";"1.1";95371.2;176.2326;0;512;0;0
"HP";"Notebook";0;0;"Intel Core i5";"8";"Nvidia";"Windows";"2.04";45101.52;100.4547;1000;0;0;0
"Dell";"Notebook";0;0;"Intel Core i3";"4";"AMD";"Others/No OS/Linux";"2.25";24808.2336;100.4547;1000;0;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.9";43956.0;100.4547;500;0;0;0
"HP";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"2.04";36496.8;141.212;500;0;0;0
"Dell";"Gaming";0;1;"Intel Core i7";"32";"Nvidia";"Windows";"4.42";167778.72;127.3357;1000;1000;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"6";"Nvidia";"Windows";"2.4";37029.6;141.212;0;256;0;0
"Dell";"2 in 1 Convertible";1;0;"Intel Core i7";"16";"Intel";"Windows";"1.22";101178.72;276.0535;0;512;0;0
"Dell";"Ultrabook";1;0;"Intel Core i7";"8";"Intel";"Windows";"1.5";104587.5744;209.8007;0;256;0;0
"Dell";"Gaming";0;0;"Intel Core i7";"32";"Nvidia";"Windows";"4.42";149184.0;127.3357;1000;1000;0;0
"Toshiba";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.95";62870.4;157.3505;0;256;0;0
"Asus";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"2.73";109218.672;127.3357;1000;1000;0;0
"HP";"Notebook";0;1;"Intel Core i5";"8";"Nvidia";"Windows";"2.04";52161.12;141.212;1000;1000;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.70";53386.56;111.9352;0;0;0;508
"Asus";"2 in 1 Convertible";1;0;"Intel Core i7";"16";"Nvidia";"Windows";"2.3";95850.72;138.4618;2000;2000;0;0
"HP";"Notebook";0;0;"Intel Core i7";"6";"Intel";"Windows";"2.04";30849.12;100.4547;1000;0;0;0
"Asus";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"2.99";93186.72;127.3357;1000;1000;0;0
"Dell";"2 in 1 Convertible";1;1;"Intel Core i7";"12";"Intel";"Windows";"2.19";69210.72;141.212;0;512;0;0
"Toshiba";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.2";63669.6;165.6321;0;128;0;0
"Lenovo";"Notebook";0;0;"AMD Processor";"6";"AMD";"Windows";"2.2";29250.72;141.212;0;256;0;0
"Fujitsu";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"2.3";34578.72;100.4547;0;256;0;0
"Toshiba";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.75";48751.2;111.9352;500;0;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"4";"AMD";"Windows";"2.25";31914.72;100.4547;500;0;0;0
"HP";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"2.04";42943.68;141.212;1000;0;0;0
"Lenovo";"Gaming";0;1;"Intel Core i7";"8";"Nvidia";"Windows";"2.5";63349.92;141.212;1000;1000;0;0
"Dell";"Notebook";0;0;"Intel Core i7";"8";"AMD";"Windows";"2.36";39906.72;100.4547;1000;0;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.6";59620.32;157.3505;0;128;0;0
"HP";"Netbook";0;0;"Other Intel Processor";"8";"Intel";"Windows";"0.97";101658.24;176.2326;0;512;0;0
"HP";"Notebook";0;0;"Intel Core i3";"4";"AMD";"Windows";"2.1";26586.72;141.212;1000;1000;0;0
"Lenovo";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"1.9";14418.6336;100.4547;0;128;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"2.3";71874.72;141.212;0;256;0;0
"Dell";"2 in 1 Convertible";1;0;"Intel Core i5";"8";"Intel";"Windows";"1.68";47365.92;165.6321;0;256;0;0
"Asus";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.4";61272.0;276.0535;0;256;0;0
"HP";"Ultrabook";1;1;"Intel Core i7";"8";"Intel";"Windows";"1.11";71874.72;165.6321;0;256;0;0
"Acer";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"2.4";20246.4;100.4547;500;0;0;0
"Asus";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"2.5";95850.72;141.212;1000;1000;0;0
"HP";"Ultrabook";0;0;"Intel Core i7";"8";"Intel";"Windows";"1.48";111301.92;157.3505;0;512;0;0
"Acer";"Gaming";0;1;"Intel Core i7";"8";"Nvidia";"Windows";"2.7";67132.8;141.212;1000;1000;0;0
"HP";"Notebook";0;1;"Intel Core i5";"8";"Intel";"Windows";"1.34";63349.92;165.6321;0;256;0;0
"Dell";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"2.18";29144.16;100.4547;0;128;0;0
"HP";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.64";41505.12;111.9352;500;0;0;0
"Toshiba";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.2";63669.6;165.6321;0;128;0;0
"HP";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.48";58607.4672;111.9352;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.95";64202.4;157.3505;0;256;0;0
"HP";"Ultrabook";0;0;"Intel Core i7";"8";"Intel";"Windows";"1.43";77202.72;157.3505;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i5";"8";"Nvidia";"Windows";"1.64";55904.5728;157.3505;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"1.64";36443.52;111.9352;500;0;0;0
"Dell";"Gaming";0;0;"Intel Core i5";"8";"Nvidia";"Windows";"2.65";50562.72;141.212;0;0;0;1000
"HP";"Ultrabook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.26";81997.92;176.2326;500;0;0;0
"HP";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.48";84715.2;157.3505;0;256;0;0
"HP";"Ultrabook";0;0;"Intel Core i7";"8";"Intel";"Windows";"1.54";100550.5488;157.3505;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"1.49";42624.0;117.8265;500;0;0;0
"Toshiba";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.5";64468.8;117.8265;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"2.04";41025.0672;100.4547;0;256;0;0
"Lenovo";"Notebook";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"2.4";158135.04;124.8557;0;512;0;0
"Toshiba";"Notebook";0;1;"Intel Core i5";"8";"Intel";"Windows";"1.47";79387.2;157.3505;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i7";"8";"Intel";"Windows";"1.43";118761.12;157.3505;0;256;0;0
"Dell";"2 in 1 Convertible";1;1;"Intel Core i3";"4";"Intel";"Windows";"2.08";42410.3472;141.212;1000;0;0;0
"Toshiba";"Ultrabook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.2";84715.2;165.6321;0;256;0;0
"HP";"Notebook";0;1;"Intel Core i5";"8";"Intel";"Windows";"1.11";61218.72;165.6321;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"1.64";63159.7104;157.3505;0;256;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"2.09";55754.3232;141.212;500;0;0;0
"HP";"Ultrabook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.26";83063.52;125.3674;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"2.31";63349.92;111.9352;500;0;0;0
"HP";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.95";56476.8;111.9352;500;0;0;0
"Dell";"Ultrabook";1;0;"Intel Core i5";"8";"Intel";"Windows";"1.29";86526.72;276.0535;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i5";"8";"Nvidia";"Windows";"2.63";57542.4;127.3357;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.64";51841.44;111.9352;0;256;0;0
"Acer";"Notebook";0;0;"AMD Processor";"6";"AMD";"Windows";"2.1";21791.52;100.4547;1000;0;0;0
"MSI";"Gaming";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.7";63499.104;127.3357;1000;1000;0;0
"HP";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.95";63669.6;157.3505;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i7";"8";"Intel";"Windows";"1.84";65480.5872;141.212;0;256;0;0
"HP";"Ultrabook";0;0;"Intel Core i7";"8";"Intel";"Windows";"1.26";71874.72;176.2326;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"2.04";39533.76;100.4547;500;0;0;0
"Toshiba";"Ultrabook";0;1;"Intel Core i7";"8";"Intel";"Windows";"1.47";91908.0;157.3505;0;256;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"2.09";56633.976;141.212;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.64";53839.9728;157.3505;0;256;0;0
"Lenovo";"2 in 1 Convertible";1;1;"Intel Core i7";"4";"Intel";"Windows";"1.8";45128.16;141.212;0;256;0;0
"Vero";"Notebook";0;0;"Other Intel Processor";"2";"Intel";"Windows";"1.45";11231.424;111.9352;0;0;32;0
"Toshiba";"Notebook";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"2.4";75924.0;141.212;0;256;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"2.3";55922.688;141.212;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.54";53280.0;157.3505;500;0;0;0
"HP";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.84";112065.9552;141.212;500;500;0;0
"HP";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.43";78268.32;157.3505;0;256;0;0
"MSI";"Gaming";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"3.78";82351.6992;127.3357;1000;1000;0;0
"Lenovo";"Gaming";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"4.6";122010.6672;127.3357;1000;1000;0;0
"Asus";"Netbook";0;0;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"1.2";15339.312;135.0942;0;0;16;0
"Lenovo";"Notebook";0;1;"Intel Core i7";"16";"Intel";"Windows";"1.1";139593.6;209.8007;0;256;0;0
"HP";"Notebook";0;1;"Intel Core i7";"8";"Nvidia";"Windows";"1.91";52161.12;141.212;1000;0;0;0
"Dell";"2 in 1 Convertible";1;1;"Intel Core i5";"8";"Intel";"Windows";"2.3";58288.32;141.212;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"2.04";52161.12;100.4547;0;256;0;0
"Dell";"Ultrabook";1;0;"Intel Core i7";"16";"Intel";"Windows";"1.2";120093.12;276.0535;0;1000;0;0
"HP";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"2.31";37570.392;100.4547;500;0;0;0
"HP";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Others/No OS/Linux";"1.96";26586.72;100.4547;500;0;0;0
"Acer";"Notebook";0;0;"AMD Processor";"8";"AMD";"Windows";"2.4";23922.72;100.4547;1000;0;0;0
"Dell";"2 in 1 Convertible";1;1;"Intel Core i7";"12";"Intel";"Windows";"1.6";69210.72;165.6321;0;256;0;0
"MSI";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"2.94";96916.32;141.212;1000;1000;0;0
"HP";"Notebook";0;0;"Intel Core i7";"8";"Intel";"Windows";"2.04";57009.6;141.212;0;256;0;0
"Asus";"Gaming";0;1;"Intel Core i7";"16";"Nvidia";"Others/No OS/Linux";"4";53173.44;127.3357;1000;0;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"2.25";29783.52;141.212;1000;0;0;0
"Dell";"Notebook";0;0;"Intel Core i7";"16";"AMD";"Windows";"2.32";52746.6672;141.212;2000;0;0;0
"MSI";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"1.8";102777.12;141.212;1000;1000;0;0
"Dell";"Ultrabook";0;0;"Intel Core i7";"8";"Intel";"Windows";"1.29";77682.24;165.6321;0;256;0;0
"Asus";"Gaming";0;1;"Intel Core i7";"64";"Nvidia";"Windows";"3.58";211788.0;127.3357;0;1000;0;0
"Dell";"2 in 1 Convertible";1;0;"Intel Core i7";"8";"Intel";"Windows";"1.62";42517.9728;165.6321;0;256;0;0
"Dell";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"3.21";70809.12;138.4618;1000;1000;0;0
"Apple";"Ultrabook";0;1;"Other Intel Processor";"8";"Intel";"Mac";"0.920";69264.0;226.4155;0;0;256;0
"Dell";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"2.06";25679.8944;100.4547;500;0;0;0
"HP";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"2.31";63882.72;100.4547;500;0;0;0
"HP";"Ultrabook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.26";63882.72;176.2326;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i7";"8";"Intel";"Windows";"1.49";58075.2;165.6321;0;256;0;0
"Lenovo";"Ultrabook";1;1;"Intel Core i7";"8";"Intel";"Windows";"1.3";91294.7472;176.2326;0;256;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"8";"AMD";"Windows";"3.0";35111.52;106.1131;1000;0;0;0
"Lenovo";"Notebook";0;1;"Intel Core i5";"4";"Nvidia";"Windows";"2.3";52054.56;141.212;1000;0;0;0
"MSI";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"3.78";133146.72;127.3357;1000;1000;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"2.1";28771.2;100.4547;500;0;0;0
"HP";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"2.31";50083.2;141.212;500;0;0;0
"Lenovo";"Ultrabook";1;1;"Other Intel Processor";"8";"Intel";"Windows";"0.99";74538.72;234.9768;0;512;0;0
"Lenovo";"Gaming";0;1;"Intel Core i7";"32";"Nvidia";"Windows";"4.6";172627.2;127.3357;0;1000;0;1000
"Lenovo";"2 in 1 Convertible";1;1;"Other Intel Processor";"4";"Intel";"Windows";"0.69";34433.2656;224.1738;0;0;64;0
"HP";"Ultrabook";0;1;"Intel Core i7";"16";"Intel";"Windows";"1.3";109170.72;162.4063;0;512;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"2.18";39960.0;141.212;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"1.54";54931.1472;157.3505;500;0;0;0
"HP";"Workstation";0;0;"Intel Core i7";"8";"AMD";"Windows";"1.9";79653.6;141.212;0;256;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.7";63882.72;157.3505;0;180;0;0
"HP";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"1.29";32767.2;276.0535;0;0;32;0
"Acer";"Notebook";0;0;"AMD Processor";"4";"AMD";"Windows";"2.4";20619.36;100.4547;500;0;0;0
"Dell";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"2.2";20965.1472;100.4547;500;0;0;0
"HP";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Others/No OS/Linux";"1.86";18434.3472;100.4547;1000;0;0;0
"Asus";"Gaming";0;1;"Intel Core i7";"8";"Nvidia";"Windows";"2.7";85194.72;127.3357;1000;1000;0;0
"Dell";"Ultrabook";0;1;"Intel Core i5";"4";"AMD";"Windows";"1.4";43601.688;165.6321;0;256;0;0
"HP";"Netbook";0;0;"Intel Core i5";"4";"Intel";"Windows";"2.4";85194.72;125.3674;0;128;0;0
"Acer";"Notebook";0;0;"Intel Core i5";"8";"Nvidia";"Windows";"2.4";42570.72;141.212;1000;1000;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"AMD";"Windows";"2.36";34035.264;141.212;1000;0;0;0
"MSI";"Gaming";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.6";85194.72;127.3357;0;256;0;0
"HP";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"1.96";26640.0;100.4547;1000;0;0;0
"Asus";"Gaming";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"4.3";122490.72;127.3357;1000;1000;0;0
"Dell";"Ultrabook";0;0;"Intel Core i3";"4";"Intel";"Windows";"1.5";60480.792;125.3674;500;0;0;0
"Dell";"Ultrabook";0;0;"Intel Core i3";"4";"Intel";"Windows";"1.5";62176.1616;125.3674;0;128;0;0
"Acer";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"2.20";11135.52;100.4547;0;16;0;0
